securityType;security;isin;alias;currency;maturityDate;issueDate;issueType;interestConvention;referenceCurve;interestType;coupon;faceValue;duedate;outPrincipal;principalEvent;principalAmount;interestEvent;interestRate;interestAmount;interestPayment;interestNotPayed;fixingDate;principalPaymentDate;interestPaymentDate;interestDate;interestPayEvent
DKJ;D130320;HU0000519244;D130320;HUF;2013.03.20;2012.12.19;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.20;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.20;NULL;NULL;0
DKJ;D130327;HU0000519251;D130327;HUF;2013.03.27;2012.12.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.12.27;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.12.27;NULL;NULL;0
DKJ;D130327;HU0000519251;D130327;HUF;2013.03.27;2012.12.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.27;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.27;NULL;NULL;0
DKJ;D130403;HU0000519269;D130403;HUF;2013.04.03;2013.01.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.01.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.01.02;NULL;NULL;0
DKJ;D130403;HU0000519269;D130403;HUF;2013.04.03;2013.01.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.03;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.03;NULL;NULL;0
DKJ;D130410;HU0000519293;D130410;HUF;2013.04.10;2013.01.09;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.01.09;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.01.09;NULL;NULL;0
DKJ;D130410;HU0000519293;D130410;HUF;2013.04.10;2013.01.09;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.10;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.10;NULL;NULL;0
DKJ;D130417;HU0000518899;D130417;HUF;2013.04.17;2012.04.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.04.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.04.18;NULL;NULL;0
DKJ;D130417;HU0000518899;D130417;HUF;2013.04.17;2012.04.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.17;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.17;NULL;NULL;0
DKJ;D130424;HU0000519301;D130424;HUF;2013.04.24;2013.01.23;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.01.23;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.01.23;NULL;NULL;0
DKJ;D130424;HU0000519301;D130424;HUF;2013.04.24;2013.01.23;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.24;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.24;NULL;NULL;0
DKJ;D130502;HU0000519319;D130502;HUF;2013.05.02;2013.01.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.01.30;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.01.30;NULL;NULL;0
DKJ;D130502;HU0000519319;D130502;HUF;2013.05.02;2013.01.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.02;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.02;NULL;NULL;0
DKJ;D130508;HU0000519327;D130508;HUF;2013.05.08;2013.02.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.02.06;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.02.06;NULL;NULL;0
DKJ;D130508;HU0000519327;D130508;HUF;2013.05.08;2013.02.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.08;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.08;NULL;NULL;0
DKJ;D130515;HU0000519335;D130515;HUF;2013.05.15;2013.02.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.02.13;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.02.13;NULL;NULL;0
DKJ;D130515;HU0000519335;D130515;HUF;2013.05.15;2013.02.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.15;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.15;NULL;NULL;0
DKJ;D130522;HU0000519343;D130522;HUF;2013.05.22;2013.02.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.02.20;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.02.20;NULL;NULL;0
DKJ;D130522;HU0000519343;D130522;HUF;2013.05.22;2013.02.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.22;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.22;NULL;NULL;0
DKJ;D130529;HU0000518956;D130529;HUF;2013.05.29;2012.05.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.05.30;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.05.30;NULL;NULL;0
DKJ;D130529;HU0000518956;D130529;HUF;2013.05.29;2012.05.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.29;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.29;NULL;NULL;0
DKJ;D130605;HU0000519368;D130605;HUF;2013.06.05;2013.03.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.06;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.06;NULL;NULL;0
DKJ;D130605;HU0000519368;D130605;HUF;2013.06.05;2013.03.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.05;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.05;NULL;NULL;0
DKJ;D130612;HU0000519376;D130612;HUF;2013.06.12;2013.03.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.13;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.13;NULL;NULL;0
DKJ;D130612;HU0000519376;D130612;HUF;2013.06.12;2013.03.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.12;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.12;NULL;NULL;0
DKJ;D130619;HU0000519384;D130619;HUF;2013.06.19;2013.03.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.20;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.20;NULL;NULL;0
DKJ;D130619;HU0000519384;D130619;HUF;2013.06.19;2013.03.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.19;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.19;NULL;NULL;0
DKJ;D130626;HU0000519392;D130626;HUF;2013.06.26;2013.03.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.27;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.27;NULL;NULL;0
DKJ;D130626;HU0000519392;D130626;HUF;2013.06.26;2013.03.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.26;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.26;NULL;NULL;0
DKJ;D130703;HU0000519400;D130703;HUF;2013.07.03;2013.04.03;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.03;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.03;NULL;NULL;0
DKJ;D130703;HU0000519400;D130703;HUF;2013.07.03;2013.04.03;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.03;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.03;NULL;NULL;0
DKJ;D130710;HU0000519418;D130710;HUF;2013.07.10;2013.04.10;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.10;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.10;NULL;NULL;0
DKJ;D130710;HU0000519418;D130710;HUF;2013.07.10;2013.04.10;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.10;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.10;NULL;NULL;0
DKJ;D130717;HU0000519426;D130717;HUF;2013.07.17;2013.04.17;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.04.17;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.04.17;NULL;NULL;0
DKJ;D130717;HU0000519426;D130717;HUF;2013.07.17;2013.04.17;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.17;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.17;NULL;NULL;0
DKJ;D130724;HU0000519038;D130724;HUF;2013.07.24;2012.07.25;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.07.25;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.07.25;NULL;NULL;0
DKJ;D130724;HU0000519038;D130724;HUF;2013.07.24;2012.07.25;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.24;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.24;NULL;NULL;0
DKJ;D130731;HU0000519434;D130731;HUF;2013.07.31;2013.05.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.02;NULL;NULL;0
DKJ;D130731;HU0000519434;D130731;HUF;2013.07.31;2013.05.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.31;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.31;NULL;NULL;0
DKJ;D130807;HU0000519459;D130807;HUF;2013.08.07;2013.05.08;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.08;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.08;NULL;NULL;0
DKJ;D130807;HU0000519459;D130807;HUF;2013.08.07;2013.05.08;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.07;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.07;NULL;NULL;0
DKJ;D130814;HU0000519467;D130814;HUF;2013.08.14;2013.05.15;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.15;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.15;NULL;NULL;0
DKJ;D130814;HU0000519467;D130814;HUF;2013.08.14;2013.05.15;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.14;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.14;NULL;NULL;0
DKJ;D130821;HU0000519475;D130821;HUF;2013.08.21;2013.05.22;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.22;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.22;NULL;NULL;0
DKJ;D130821;HU0000519475;D130821;HUF;2013.08.21;2013.05.22;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.21;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.21;NULL;NULL;0
DKJ;D130828;HU0000519483;D130828;HUF;2013.08.28;2013.05.29;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.29;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.29;NULL;NULL;0
DKJ;D130828;HU0000519483;D130828;HUF;2013.08.28;2013.05.29;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.28;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.28;NULL;NULL;0
DKJ;D130904;HU0000519491;D130904;HUF;2013.09.04;2013.06.05;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.05;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.05;NULL;NULL;0
DKJ;D130904;HU0000519491;D130904;HUF;2013.09.04;2013.06.05;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.04;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.04;NULL;NULL;0
DKJ;D130911;HU0000519509;D130911;HUF;2013.09.11;2013.06.12;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.12;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.12;NULL;NULL;0
DKJ;D130911;HU0000519509;D130911;HUF;2013.09.11;2013.06.12;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.11;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.11;NULL;NULL;0
DKJ;D130918;HU0000519111;D130918;HUF;2013.09.18;2012.09.19;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.09.19;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.09.19;NULL;NULL;0
DKJ;D130918;HU0000519111;D130918;HUF;2013.09.18;2012.09.19;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.18;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.18;NULL;NULL;0
DKJ;D130925;HU0000519517;D130925;HUF;2013.09.25;2013.06.26;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.06.26;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.06.26;NULL;NULL;0
DKJ;D130925;HU0000519517;D130925;HUF;2013.09.25;2013.06.26;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.25;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.25;NULL;NULL;0
DKJ;D131002;HU0000519533;D131002;HUF;2013.10.02;2013.07.03;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.03;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.03;NULL;NULL;0
DKJ;D131002;HU0000519533;D131002;HUF;2013.10.02;2013.07.03;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.02;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.02;NULL;NULL;0
DKJ;D131009;HU0000519541;D131009;HUF;2013.10.09;2013.07.10;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.10;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.10;NULL;NULL;0
DKJ;D131009;HU0000519541;D131009;HUF;2013.10.09;2013.07.10;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.09;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.09;NULL;NULL;0
DKJ;D131016;HU0000519558;D131016;HUF;2013.10.16;2013.07.17;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.17;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.17;NULL;NULL;0
DKJ;D131016;HU0000519558;D131016;HUF;2013.10.16;2013.07.17;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.16;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.16;NULL;NULL;0
DKJ;D131024;HU0000519566;D131024;HUF;2013.10.24;2013.07.24;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.24;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.24;NULL;NULL;0
DKJ;D131024;HU0000519566;D131024;HUF;2013.10.24;2013.07.24;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.24;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.24;NULL;NULL;0
DKJ;D131030;HU0000519574;D131030;HUF;2013.10.30;2013.07.31;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.07.31;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.07.31;NULL;NULL;0
DKJ;D131030;HU0000519574;D131030;HUF;2013.10.30;2013.07.31;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.30;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.30;NULL;NULL;0
DKJ;D131106;HU0000519582;D131106;HUF;2013.11.06;2013.08.07;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.07;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.07;NULL;NULL;0
DKJ;D131106;HU0000519582;D131106;HUF;2013.11.06;2013.08.07;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.06;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.06;NULL;NULL;0
DKJ;D131113;HU0000519202;D131113;HUF;2013.11.13;2012.11.14;PUBLIC;_ACT_360;NULL;FIX;0;10000;2012.11.14;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2012.11.14;NULL;NULL;0
DKJ;D131113;HU0000519202;D131113;HUF;2013.11.13;2012.11.14;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.13;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.13;NULL;NULL;0
DKJ;D131120;HU0000519590;D131120;HUF;2013.11.20;2013.08.21;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.21;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.21;NULL;NULL;0
DKJ;D131120;HU0000519590;D131120;HUF;2013.11.20;2013.08.21;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.20;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.20;NULL;NULL;0
DKJ;D131127;HU0000519616;D131127;HUF;2013.11.27;2013.08.28;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.08.28;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.08.28;NULL;NULL;0
DKJ;D131127;HU0000519616;D131127;HUF;2013.11.27;2013.08.28;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.27;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.27;NULL;NULL;0
DKJ;D131204;HU0000519624;D131204;HUF;2013.12.04;2013.09.04;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.04;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.04;NULL;NULL;0
DKJ;D131204;HU0000519624;D131204;HUF;2013.12.04;2013.09.04;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.04;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.04;NULL;NULL;0
DKJ;D131211;HU0000519632;D131211;HUF;2013.12.11;2013.09.11;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.11;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.11;NULL;NULL;0
DKJ;D131211;HU0000519632;D131211;HUF;2013.12.11;2013.09.11;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.11;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.11;NULL;NULL;0
DKJ;D131218;HU0000519640;D131218;HUF;2013.12.18;2013.09.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.18;NULL;NULL;0
DKJ;D131218;HU0000519640;D131218;HUF;2013.12.18;2013.09.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.18;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.18;NULL;NULL;0
DKJ;D131227;HU0000519657;D131227;HUF;2013.12.27;2013.09.25;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.09.25;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.09.25;NULL;NULL;0
DKJ;D131227;HU0000519657;D131227;HUF;2013.12.27;2013.09.25;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.31;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.31;NULL;NULL;0
DKJ;D140102;HU0000519665;D140102;HUF;2014.01.02;2013.10.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.02;NULL;NULL;0
DKJ;D140102;HU0000519665;D140102;HUF;2014.01.02;2013.10.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.02;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.02;NULL;NULL;0
DKJ;D140108;HU0000519285;D140108;HUF;2014.01.08;2013.01.09;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.01.09;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.01.09;NULL;NULL;0
DKJ;D140108;HU0000519285;D140108;HUF;2014.01.08;2013.01.09;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.08;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.08;NULL;NULL;0
DKJ;D140115;HU0000519673;D140115;HUF;2014.01.15;2013.10.16;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.16;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.16;NULL;NULL;0
DKJ;D140115;HU0000519673;D140115;HUF;2014.01.15;2013.10.16;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.15;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.15;NULL;NULL;0
DKJ;D140122;HU0000519699;D140122;HUF;2014.01.22;2013.10.24;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.24;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.24;NULL;NULL;0
DKJ;D140122;HU0000519699;D140122;HUF;2014.01.22;2013.10.24;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.22;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.22;NULL;NULL;0
DKJ;D140129;HU0000519707;D140129;HUF;2014.01.29;2013.10.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.10.30;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.10.30;NULL;NULL;0
DKJ;D140129;HU0000519707;D140129;HUF;2014.01.29;2013.10.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.29;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.29;NULL;NULL;0
DKJ;D140205;HU0000519715;D140205;HUF;2014.02.05;2013.11.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.06;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.06;NULL;NULL;0
DKJ;D140205;HU0000519715;D140205;HUF;2014.02.05;2013.11.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.02.05;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.02.05;NULL;NULL;0
DKJ;D140212;HU0000519723;D140212;HUF;2014.02.12;2013.11.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.13;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.13;NULL;NULL;0
DKJ;D140212;HU0000519723;D140212;HUF;2014.02.12;2013.11.13;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.02.12;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.02.12;NULL;NULL;0
DKJ;D140219;HU0000519731;D140219;HUF;2014.02.19;2013.11.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.20;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.20;NULL;NULL;0
DKJ;D140219;HU0000519731;D140219;HUF;2014.02.19;2013.11.20;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.02.19;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.02.19;NULL;NULL;0
DKJ;D140226;HU0000519749;D140226;HUF;2014.02.26;2013.11.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.11.27;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.11.27;NULL;NULL;0
DKJ;D140226;HU0000519749;D140226;HUF;2014.02.26;2013.11.27;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.02.26;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.02.26;NULL;NULL;0
DKJ;D140305;HU0000519350;D140305;HUF;2014.03.05;2013.03.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.03.06;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.03.06;NULL;NULL;0
DKJ;D140305;HU0000519350;D140305;HUF;2014.03.05;2013.03.06;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.03.05;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.03.05;NULL;NULL;0
DKJ;D140312;HU0000519756;D140312;HUF;2014.03.12;2013.12.11;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.11;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.11;NULL;NULL;0
DKJ;D140312;HU0000519756;D140312;HUF;2014.03.12;2013.12.11;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.03.12;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.03.12;NULL;NULL;0
DKJ;D140319;HU0000519764;D140319;HUF;2014.03.19;2013.12.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.18;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.18;NULL;NULL;0
DKJ;D140319;HU0000519764;D140319;HUF;2014.03.19;2013.12.18;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.03.19;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.03.19;NULL;NULL;0
DKJ;D140326;HU0000519772;D140326;HUF;2014.03.26;2013.12.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.12.30;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.12.30;NULL;NULL;0
DKJ;D140326;HU0000519772;D140326;HUF;2014.03.26;2013.12.30;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.03.26;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.03.26;NULL;NULL;0
DKJ;D140402;HU0000519798;D140402;HUF;2014.04.02;2014.01.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.02;NULL;NULL;0
DKJ;D140402;HU0000519798;D140402;HUF;2014.04.02;2014.01.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.04.02;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.04.02;NULL;NULL;0
DKJ;D140409;HU0000519806;D140409;HUF;2014.04.09;2014.01.08;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.08;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.08;NULL;NULL;0
DKJ;D140409;HU0000519806;D140409;HUF;2014.04.09;2014.01.08;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.04.09;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.04.09;NULL;NULL;0
DKJ;D140416;HU0000519814;D140416;HUF;2014.04.16;2014.01.15;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.15;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.15;NULL;NULL;0
DKJ;D140416;HU0000519814;D140416;HUF;2014.04.16;2014.01.15;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.04.16;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.04.16;NULL;NULL;0
DKJ;D140423;HU0000519822;D140423;HUF;2014.04.23;2014.01.22;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.01.22;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2014.01.22;NULL;NULL;0
DKJ;D140423;HU0000519822;D140423;HUF;2014.04.23;2014.01.22;PUBLIC;_ACT_360;NULL;FIX;0;10000;2014.04.23;0;1;10000;0;NULL;NULL;NULL;NULL;NULL;2014.04.23;NULL;NULL;0
DKJ;D140430;HU0000519442;D140430;HUF;2014.04.30;2013.05.02;PUBLIC;_ACT_360;NULL;FIX;0;10000;2013.05.02;10000;1;-10000;0;NULL;NULL;NULL;NULL;NULL;2013.05.02;NULL;NULL;0
